Time,Mass (grams),Speed (rad/s)
0.00044798851013183594,-97.68648529052734375000,0
0.0007009506225585938,-97.68858337402343750000,2.5
0.0008499622344970703,-97.69827270507812500000,2.5
0.000997781753540039,-97.70901489257812500000,2.5
0.0011489391326904297,-97.69355773925781250000,2.5
0.001291036605834961,-97.68282318115234375000,2.5
0.0014309883117675781,-97.68177795410156250000,2.5
0.0015721321105957031,-97.67627716064453125000,2.5
0.0017080307006835938,-97.69748687744140625000,2.5
0.0019719600677490234,-97.71398925781250000000,2.5
0.002138853073120117,-97.72027587890625000000,2.5
0.002276897430419922,-97.70613098144531250000,2.5
0.0024139881134033203,-97.69225311279296875000,2.5
0.002557992935180664,-97.70141601562500000000,2.5
0.0026988983154296875,-97.71084594726562500000,2.5
0.0028390884399414062,-97.70325469970703125000,2.5
0.002975940704345703,-97.69827270507812500000,2.5
0.0031099319458007812,-97.68569946289062500000,2.5
0.0032508373260498047,-97.68727111816406250000,2.5
0.0034019947052001953,-97.69382476806640625000,2.5
0.0035400390625,-97.69355773925781250000,2.5
0.0036759376525878906,-97.69303894042968750000,2.5
0.0038099288940429688,-97.71530151367187500000,2.5
0.003943920135498047,-97.71660614013671875000,2.5
0.004085063934326172,-97.69775390625000000000,2.5
0.004246950149536133,-97.69591522216796875000,2.5
0.004384040832519531,-97.69984436035156250000,2.5
0.0045168399810791016,-97.69565582275390625000,2.5
0.0046498775482177734,-97.70822906494140625000,2.5
0.004793882369995117,-97.70351409912109375000,2.5
0.004930019378662109,-97.69696807861328125000,2.5
0.0050640106201171875,-97.69068145751953125000,2.5
0.005198001861572266,-97.68779754638671875000,2.5
0.0053310394287109375,-97.69591522216796875000,2.5
0.005472898483276367,-97.69984436035156250000,2.5
0.005609035491943359,-97.70115661621093750000,2.5
0.005745887756347656,-97.68125152587890625000,2.5
0.005881786346435547,-97.67706298828125000000,2.5
0.0060198307037353516,-97.68072509765625000000,2.5
0.006170749664306641,-97.67601013183593750000,2.5
0.006308794021606445,-97.69801330566406250000,2.5
0.00644683837890625,-97.70220184326171875000,2.5
0.006582021713256836,-97.69539642333984375000,2.5
0.00671696662902832,-97.71398925781250000000,2.5
0.006860971450805664,-97.69512939453125000000,2.5
0.007008075714111328,-97.67810821533203125000,2.5
0.007150173187255859,-97.70272827148437500000,2.5
0.0072650909423828125,-97.70561218261718750000,2.5
0.007380962371826172,-97.69277191162109375000,2.5
0.007498979568481445,-97.69801330566406250000,2.5
0.0076160430908203125,-97.69512939453125000000,2.5
0.007734060287475586,-97.67889404296875000000,2.5
0.007850885391235352,-97.69172668457031250000,2.5
0.007964849472045898,-97.71424865722656250000,2.5
0.008088111877441406,-97.69461059570312500000,2.5
0.008203983306884766,-97.66867828369140625000,2.5
0.008318901062011719,-97.67496490478515625000,2.5
0.00843191146850586,-97.68046569824218750000,2.5
0.008569002151489258,-97.68701171875000000000,2.5
0.00868678092956543,-97.70482635498046875000,2.5
0.008804082870483398,-97.71189117431640625000,2.5
0.008919000625610352,-97.69015502929687500000,2.5
0.009032964706420898,-97.68177795410156250000,2.5
0.009166717529296875,-97.67993927001953125000,2.5
0.009300947189331055,-97.68492126464843750000,2.5
0.00944209098815918,-97.70011138916015625000,2.5
0.009585857391357422,-97.71032714843750000000,2.5
0.009699106216430664,-97.70272827148437500000,2.5
0.009813070297241211,-97.68072509765625000000,2.5
0.010011911392211914,-97.69696807861328125000,2.5
0.010148048400878906,-97.69696807861328125000,2.5
0.010265827178955078,-97.68805694580078125000,2.5
0.010380029678344727,-97.68439483642578125000,2.5
0.01049494743347168,-97.67942047119140625000,2.5
0.010608911514282227,-97.67522430419921875000,2.5
0.010724067687988281,-97.68360900878906250000,2.5
0.010855913162231445,-97.67863464355468750000,2.5
0.010970830917358398,-97.68229675292968750000,2.5
0.011090993881225586,-97.69041442871093750000,2.5
0.011206865310668945,-97.69225311279296875000,2.5
0.011321783065795898,-97.68858337402343750000,2.5
0.011438131332397461,-97.68989562988281250000,2.5
0.01155400276184082,-97.68492126464843750000,2.5
0.011668920516967773,-97.69958496093750000000,2.5
0.011785030364990234,-97.71556091308593750000,2.5
0.011899948120117188,-97.69277191162109375000,2.5
0.01201486587524414,-97.69382476806640625000,2.5
0.012130022048950195,-97.74044036865234375000,2.5
0.012244939804077148,-97.93662261962890625000,2.5
0.012358903884887695,-98.20613098144531250000,2.5
0.012473821640014648,-98.53640747070312500000,2.5
0.012590169906616211,-98.84023284912109375000,2.5
0.01270604133605957,-98.97067260742187500000,2.5
0.012820959091186523,-98.99869537353515625000,2.5
0.012931108474731445,-98.99266815185546875000,2.5
0.013031005859375,-99.00392913818359375000,2.5
0.013133049011230469,-99.02803039550781250000,2.5
0.01323390007019043,-99.04086303710937500000,2.5
0.013337135314941406,-99.04976654052734375000,2.5
0.01343679428100586,-99.05160522460937500000,2.5
0.013538122177124023,-98.99476623535156250000,2.5
0.013640880584716797,-98.76951599121093750000,2.5
0.01374197006225586,-98.36537933349609375000,2.5
0.013841867446899414,-98.09324645996093750000,2.5
0.013942956924438477,-98.34992218017578125000,2.5
0.014048099517822266,-98.75092315673828125000,2.5
0.014148950576782227,-98.86485290527343750000,2.5
0.04608798027038574,-98.93478393554687500000,2.5
0.13809490203857422,-98.95783233642578125000,5.0
0.23008108139038086,-98.89183044433593750000,7.5
0.3220999240875244,-98.80670928955078125000,10.0
0.41404175758361816,-98.77318572998046875000,12.5
0.5051188468933105,-98.72473144531250000000,15.0
0.5971529483795166,-98.63934326171875000000,15.0
0.6891219615936279,-98.55422210693359375000,17.5
0.7811028957366943,-98.56731414794921875000,20.0
0.8730700016021729,-98.64562988281250000000,22.5
0.9651188850402832,-98.65453338623046875000,25.0
1.0571200847625732,-98.64248657226562500000,27.5
1.1490869522094727,-98.68544006347656250000,30.0
1.241102933883667,-98.82294464111328125000,32.5
1.3330891132354736,-98.94945526123046875000,35.0
1.4250829219818115,-98.88868713378906250000,37.5
1.5170810222625732,-98.81535339355468750000,40.0
1.6081268787384033,-98.90937805175781250000,42.5
1.7001359462738037,-99.04347991943359375000,42.5
1.7921531200408936,-99.03326416015625000000,45.0
1.8840928077697754,-99.02200317382812500000,47.5
1.9761199951171875,-99.09507751464843750000,50.0
2.0681138038635254,-99.18386840820312500000,52.5
2.1601099967956543,-99.27004241943359375000,55.0
2.2521190643310547,-99.41173553466796875000,57.5
2.3440678119659424,-99.61576843261718750000,60.0
2.436072826385498,-99.73416137695312500000,62.5
2.5280749797821045,-99.69172668457031250000,65.0
2.619129180908203,-99.68125152587890625000,67.5
2.711122989654541,-100.02410125732421875000,70.0
2.803109884262085,-100.64877319335937500000,72.5
2.8951029777526855,-101.01441192626953125000,72.5
2.987107038497925,-101.20377349853515625000,75.0
3.079129934310913,-101.37847137451171875000,77.5
3.171107053756714,-101.76898956298828125000,80.0
3.26310396194458,-102.27868652343750000000,82.5
3.355109930038452,-102.74908447265625000000,85.0
3.447082996368408,-103.49109649658203125000,87.5
3.5390851497650146,-104.36119079589843750000,90.0
3.631086826324463,-105.40833282470703125000,92.5
3.722166061401367,-106.40073394775390625000,95.0
3.814094066619873,-107.49293518066406250000,97.5
3.90610408782959,-108.71032714843750000000,100.0
3.9981160163879395,-110.28392028808593750000,100.0
4.090090036392212,-112.10974884033203125000,102.5
4.182114124298096,-113.77030181884765625000,105.0
4.274094104766846,-115.37088012695312500000,107.5
4.366099834442139,-117.29361724853515625000,110.0
4.458076000213623,-119.59298706054687500000,112.5
4.550076961517334,-122.08801269531250000000,115.0
4.642107963562012,-124.39445495605468750000,117.5
4.7340638637542725,-126.48219299316406250000,120.0
4.825129985809326,-128.72001647949218750000,122.5
4.917057991027832,-130.87271118164062500000,125.0
5.009136915206909,-133.04165649414062500000,127.5
5.101092100143433,-135.26454162597656250000,127.5
5.193124055862427,-137.58381652832031250000,130.0
5.285117864608765,-139.94447326660156250000,132.5
5.377107858657837,-142.23233032226562500000,135.0
5.469136953353882,-144.73547363281250000000,137.5
5.561089038848877,-147.28916931152343750000,140.0
5.653099060058594,-149.80775451660156250000,142.5
5.745102882385254,-152.19120788574218750000,145.0
5.837099075317383,-154.66554260253906250000,147.5
5.9290759563446045,-157.35856628417968750000,150.0
