Time,Mass (grams),Speed (rad/s)
0.0005249977111816406,-0.00707176589965820312,0
0.0008802413940429688,0.00183342075347900390,1
0.0009982585906982422,-0.01309586167335510253,1
0.001110076904296875,-0.00288108940124511718,1
0.0012202262878417969,-0.00419067573547363281,1
0.0013461112976074219,-0.00785751724243164062,1
0.0014719963073730469,-0.01178627610206604003,1
0.0016031265258789062,-0.00261917233467102050,1
0.0017311573028564453,-0.01257202744483947753,1
0.0018601417541503906,-0.02042954444885253906,1
0.0020110607147216797,0.00052383446693420410,1
0.002141237258911133,-0.00864326953887939453,1
0.002273082733154297,-0.00445259332656860351,1
0.002402067184448242,-0.01990571022033691406,1
0.0025300979614257812,-0.00890518665313720703,1
0.002669095993041992,-0.01388161420822143554,1
0.002791881561279297,0.00550026226043701171,1
0.0029141902923583984,0.00864326953887939453,1
0.0030431747436523438,-0.00576217889785766601,1
0.003171205520629883,-0.00864326953887939453,1
0.0033049583435058594,-0.01964379310607910156,1
0.0034422874450683594,-0.00104766893386840820,1
0.0035691261291503906,-0.02095337867736816406,1
0.0036962032318115234,-0.00733368301391601562,1
0.0038242340087890625,-0.03300157070159912109,1
0.003951072692871094,-0.00707176589965820312,1
0.004086017608642578,-0.07883708953857421875,1
0.004210948944091797,0.00183342075347900390,1
0.004332065582275391,0.02645364046096801757,1
0.00446009635925293,-0.04583551883697509765,1
0.004585981369018555,-0.00995285511016845703,1
0.004724025726318359,0.01152435779571533203,1
0.004855155944824219,-0.02592980623245239257,1
0.00498199462890625,-0.00445259332656860351,1
0.005103111267089844,0.00707176589965820312,1
0.005231142044067383,-0.00157150340080261230,1
0.005357027053833008,-0.01047668933868408203,1
0.005498170852661133,-0.02462022066116333007,1
0.0056209564208984375,0.00288108940124511718,1
0.0057489871978759766,-0.00942902088165283203,1
0.005876064300537109,-0.00497642755508422851,1
0.006005048751831055,-0.01728653907775878906,1
0.00614619255065918,-0.03378732442855834960,1
0.006273031234741211,0.00183342075347900390,1
0.006400108337402344,-0.00026191723346710205,1
0.006528139114379883,-0.01283394575119018554,1
0.006654977798461914,-0.03457307815551757812,1
0.0067901611328125,0.00314300680160522460,1
0.006921052932739258,-0.02409638643264770507,1
0.007050037384033203,-0.02828706264495849609,1
0.007176876068115234,-0.01283394575119018554,1
0.007292270660400391,-0.00314300680160522460,1
0.007415056228637695,-0.01309586167335510253,1
0.007529020309448242,-0.02331063508987426757,1
0.007643222808837891,-0.05683604240417480468,1
0.0077669620513916016,0.01126244068145751953,1
0.00787806510925293,-0.01231011033058166503,1
0.007987022399902344,-0.02671555995941162109,1
0.00810694694519043,0.01152435779571533203,1
0.008216142654418945,-0.02409638643264770507,1
0.00832509994506836,-0.02226296663284301757,1
0.008433103561401367,-0.01073860764503479003,1
0.008541107177734375,-0.00445259332656860351,1
0.008664131164550781,-0.02042954444885253906,1
0.008794069290161133,-0.01623886823654174804,1
0.008904218673706055,-0.00628601360321044921,1
0.009011983871459961,-0.00785751724243164062,1
0.009119033813476562,-0.02697747707366943359,1
0.009232044219970703,-0.03719224929809570312,1
0.00934290885925293,-0.02042954444885253906,1
0.009455204010009766,-0.03745416402816772460,1
0.00956416130065918,-0.02881089401245117187,1
0.009671211242675781,-0.01492928266525268554,1
0.009779930114746094,-0.00445259332656860351,1
0.00997304916381836,-0.02331063508987426757,1
0.010119199752807617,-0.01466736555099487304,1
0.010236263275146484,-0.01047668933868408203,1
0.010347127914428711,-0.00235725522041320800,1
0.010452032089233398,0.05264536857604980468,1
0.010571956634521484,0.19512834548950195312,1
0.01068115234375,0.19879518508911132812,1
0.010791301727294922,-0.08564693450927734375,1
0.010901927947998047,-0.34258775711059570312,1
0.011012077331542969,-0.42404403686523437500,1
0.011135101318359375,-0.29072813987731933593,1
0.011240959167480469,0.04112100601196289062,1
0.011353015899658203,0.26034572124481201171,1
0.011459112167358398,0.12467260360717773437,1
0.011566162109375,-0.22996335029602050781,1
0.011674165725708008,-0.57752752304077148437,1
0.011796951293945312,-0.71555795669555664062,1
0.011907100677490234,-0.65322160720825195312,1
0.012015104293823242,-0.55290727615356445312,1
0.012142181396484375,-0.39287588119506835937,1
0.012251138687133789,-0.14353065490722656250,1
0.012381315231323242,-0.11602933406829833984,1
0.012513160705566406,-0.30146675109863281250,1
0.012621164321899414,-0.63436360359191894531,1
0.012727022171020508,-0.89942378997802734375,1
0.012838125228881836,-0.55238347053527832031,1
0.012974023818969727,-0.19277109146118164062,1
0.013163089752197266,-0.12100576162338256835,1
0.013282060623168945,-0.16081719398498535156,1
0.013380050659179688,-0.14405448436737060546,1
0.013473987579345703,-0.14195914268493652343,1
0.013567924499511719,-0.15322159767150878906,1
0.01367807388305664,-0.08931378364562988281,1
0.01377725601196289,-0.12179151773452758789,1
0.013890981674194336,-0.14143531322479248046,1
0.013987064361572266,-0.15007858276367187500,1
0.014082193374633789,-0.13645888566970825195,1
0.014183282852172852,-0.13383971452713012695,1
0.014278173446655273,-0.14798324108123779296,1
0.014371156692504883,-0.11131482124328613281,1
0.014465093612670898,-0.17679414749145507812,1
0.014558076858520508,-0.12912521362304687500,1
0.014661073684692383,-0.11838660240173339843,1
0.014754056930541992,-0.14195914268493652343,1
0.014846086502075195,-0.13226820230484008789,1
0.014939069747924805,-0.13881612968444824218,1
0.015032052993774414,-0.12205343246459960937,1
0.01512598991394043,-0.16867470741271972656,1
0.015227079391479492,-0.14222106933593750000,1
0.015321016311645508,-0.14195914268493652343,1
0.015436172485351562,-0.14850707054138183593,1
0.015531063079833984,-0.14588790893554687500,1
0.015624284744262695,-0.11079099178314208984,1
0.015726089477539062,-0.07490832805633544921,1
0.015822172164916992,-0.16291253566741943359,1
0.0159151554107666,-0.15793609619140625000,1
0.016010046005249023,-0.12231535911560058593,1
0.016106128692626953,-0.12519644498825073242,1
0.016209125518798828,-0.15086433887481689453,1
0.01630687713623047,-0.13672080039978027343,1
0.016402244567871094,-0.13672080039978027343,1
0.016511917114257812,-0.15505502223968505859,1
0.016607999801635742,-0.13043477535247802734,1
0.01671123504638672,-0.13148245811462402343,1
0.016811132431030273,-0.14274489879608154296,1
0.016906023025512695,-0.12676794528961181640,1
0.01701188087463379,-0.13357779979705810546,1
0.017106294631958008,-0.12336302995681762695,1
0.017199039459228516,-0.13803039741516113281,1
0.01729893684387207,-0.16081719398498535156,1
0.01739215850830078,-0.13567314147949218750,1
0.017498254776000977,-0.15138816833496093750,1
0.017592191696166992,-0.15217392444610595703,1
0.0176849365234375,-0.15479309558868408203,1
0.017789125442504883,-0.14117338657379150390,1
0.017885208129882812,-0.12231535911560058593,1
0.017978191375732422,-0.14117338657379150390,1
0.01807117462158203,-0.14091147422790527343,1
0.018162965774536133,-0.14379257202148437500,1
0.01826620101928711,-0.13122053146362304687,1
0.018360137939453125,-0.14091147422790527343,1
0.018451929092407227,-0.13357779979705810546,1
0.018545150756835938,-0.14300681114196777343,1
0.018638134002685547,-0.12650603055953979492,1
0.018731117248535156,-0.13619697093963623046,1
0.018835067749023438,-0.14772131443023681640,1
0.018929243087768555,-0.14955473899841308593,1
0.019022226333618164,-0.13645888566970825195,1
0.019114971160888672,-0.16212677955627441406,1
0.019208908081054688,-0.13593505620956420898,1
0.019316911697387695,-0.24463071823120117187,1
0.019412994384765625,-0.05971713066101074218,1
0.019506216049194336,-0.09769514083862304687,1
0.019599199295043945,-0.13645888566970825195,1
0.01969313621520996,-0.14379257202148437500,1
0.019798994064331055,-0.17679414749145507812,1
0.01996016502380371,-0.12833945751190185546,1
0.020236968994140625,-0.14667365550994873046,1
0.020333051681518555,-0.12964904308319091796,1
0.020427942276000977,-0.13200628757476806640,1
0.020530223846435547,-0.12991094589233398437,1
0.020637989044189453,-0.12781561613082885742,1
0.020734071731567383,-0.10790990591049194335,1
0.0208282470703125,-0.11786276102066040039,1
0.020923137664794922,-0.14903091430664062500,1
0.021017074584960938,-0.14719748497009277343,1
0.021120071411132812,-0.12912521362304687500,1
0.02120494842529297,-0.10869565010070800781,1
0.021287918090820312,-0.12231535911560058593,1
0.021371126174926758,-0.14588790893554687500,1
0.021455049514770508,-0.12729178667068481445,1
0.021548986434936523,-0.13069670200347900390,1
0.02163410186767578,-0.14064955711364746093,1
0.021728038787841797,-0.15610266685485839843,1
0.021812915802001953,-0.14929282665252685546,1
0.0218961238861084,-0.14274489879608154296,1
0.02198505401611328,-0.13514930009841918945,1
0.022076129913330078,-0.11471976041793823242,1
0.022161245346069336,-0.11052907705307006835,1
0.02224421501159668,-0.27239394187927246093,1
0.022324085235595703,0.07333683013916015625,1
0.022408246994018555,-0.29989526748657226562,1
0.022496938705444336,-0.11707700490951538085,1
0.022581100463867188,-0.20534312725067138671,1
0.022663116455078125,-0.07176532745361328125,1
0.022753000259399414,-0.08381351470947265625,1
0.02285003662109375,-0.22760608196258544921,1
0.022943973541259766,-0.08040859222412109375,1
0.023030996322631836,-0.22210583686828613281,1
0.02312922477722168,-0.02828706264495849609,1
0.023211002349853516,-0.19539027214050292968,1
0.02329397201538086,-0.12231535911560058593,1
0.023381948471069336,-0.13724464178085327148,1
0.02346491813659668,-0.16867470741271972656,1
0.023559093475341797,-0.13488738536834716796,1
0.023644208908081055,-0.13698272705078125000,1
0.0237271785736084,-0.09350445747375488281,1
0.023826122283935547,-0.18884231567382812500,1
0.023917198181152344,-0.11314824819564819335,1
0.024004220962524414,-0.15453118324279785156,1
0.024086952209472656,-0.10267156362533569335,1
0.024169921875,-0.16029335021972656250,1
0.02425408363342285,-0.15348351001739501953,1
0.024346113204956055,-0.14929282665252685546,1
0.024431228637695312,-0.15060241222381591796,1
0.024515151977539062,-0.11367208957672119140,1
0.024598121643066406,-0.18936615943908691406,1
0.024679899215698242,-0.13541121482849121093,1
0.024773120880126953,-0.18936615943908691406,1
0.024863004684448242,-0.11576741933822631835,1
0.02494525909423828,-0.12388684749603271484,1
0.025028228759765625,-0.11812467575073242187,1
0.025110960006713867,-0.08067050933837890625,1
0.02520298957824707,-0.19041383743286132812,1
0.0253140926361084,-0.10895757675170898437,1
0.025405168533325195,-0.27265584468841552734,1
0.025490999221801758,-0.11262441873550415039,1
0.02557516098022461,-0.11341016292572021484,1
0.02565908432006836,-0.09167103767395019531,1
0.025754213333129883,-0.09193295478820800781,1
0.025841236114501953,-0.00550026226043701171,1
0.025928258895874023,-0.15662651062011718750,1
0.026011228561401367,-0.22262964248657226562,1
0.02609419822692871,-0.17784180641174316406,1
0.026189088821411133,-0.18805658340454101562,1
0.026276111602783203,-0.13043477535247802734,1
0.026365280151367188,-0.16291253566741943359,1
0.02645087242126465,-0.18072289466857910156,1
0.0265352725982666,-0.06102671623229980468,1
0.02662205696105957,-0.15348351001739501953,1
0.026706218719482422,-0.08512310981750488281,1
0.026790142059326172,-0.07595600128173828125,1
0.026873111724853516,-0.20691461563110351562,1
0.026958227157592773,-0.14614982604980468750,1
0.027053117752075195,0.10817182064056396484,1
0.027130126953125,-0.27213201522827148437,1
0.027208328247070312,-0.21739130020141601562,1
0.0272829532623291,-0.12676794528961181640,1
0.02738213539123535,-0.13933997154235839843,1
0.027456998825073242,-0.13436354398727416992,1
0.027538299560546875,-0.13174437284469604492,1
0.027613162994384766,-0.14091147422790527343,1
0.027692079544067383,-0.09638554573059082031,1
0.027765989303588867,-0.12964904308319091796,1
0.02784109115600586,-0.08093243598937988281,1
0.02792215347290039,-0.14091147422790527343,1
0.027997970581054688,-0.07778942108154296875,1
0.028085947036743164,-0.11760084629058837890,1
0.028162002563476562,-0.17888948917388916015,1
0.028244972229003906,-0.14614982604980468750,1
0.028328895568847656,-0.11157674789428710937,1
0.02840399742126465,-0.14457832336425781250,1
0.028477907180786133,-0.12283918857574462890,1
0.028553009033203125,-0.15531692504882812500,1
0.02862691879272461,-0.12283918857574462890,1
0.0287020206451416,-0.19224725723266601562,1
0.028789997100830078,-0.12467260360717773437,1
0.02886509895324707,-0.17234153747558593750,1
0.02893996238708496,-0.07831325531005859375,1
0.029015064239501953,-0.17836565017700195312,1
0.02909994125366211,-0.15557884216308593750,1
0.029186010360717773,-0.14981665611267089843,1
0.029262065887451172,-0.15845992565155029296,1
0.029337167739868164,-0.13724464178085327148,1
0.02942204475402832,-0.13436354398727416992,1
0.029500246047973633,-0.12493453025817871093,1
0.02958202362060547,-0.17705606460571289062,1
0.02966022491455078,-0.11524357795715332031,1
0.029736995697021484,-0.15060241222381591796,1
0.029812097549438477,-0.13462545871734619140,1
0.029886960983276367,-0.09586171150207519531,1
0.029967069625854492,-0.15557884216308593750,1
0.030057907104492188,-0.12702987194061279296,1
0.03013300895690918,-0.17050813674926757812,1
0.030211210250854492,-0.13593505620956420898,1
0.030285120010375977,-0.15872185230255126953,1
0.030359983444213867,-0.16291253566741943359,1
0.030441999435424805,-0.14091147422790527343,1
0.030517101287841797,-0.15217392444610595703,1
0.030591964721679688,-0.13514930009841918945,1
0.030664920806884766,-0.16160295009613037109,1
0.03073906898498535,-0.14143531322479248046,1
0.030813932418823242,-0.16684127807617187500,1
0.0308990478515625,-0.13724464178085327148,1
0.03097391128540039,-0.12964904308319091796,1
0.03105902671813965,-0.16422210693359375000,1
0.03113389015197754,-0.14903091430664062500,1
0.03120899200439453,-0.14222106933593750000,1
0.03129386901855469,-0.11550550460815429687,1
0.031371116638183594,-0.13043477535247802734,1
0.031445980072021484,-0.13462545871734619140,1
0.03152298927307129,-0.14431641101837158203,1
0.03159809112548828,-0.14143531322479248046,1
0.031681060791015625,-0.13619697093963623046,1
0.03175806999206543,-0.13619697093963623046,1
0.031835079193115234,-0.13043477535247802734,1
0.03190922737121582,-0.15819801330566406250,1
0.031983137130737305,-0.13960188674926757812,1
0.03205704689025879,-0.16186486244201660156,1
0.03214216232299805,-0.15479309558868408203,1
0.03221917152404785,-0.22943952083587646484,1
0.032294273376464844,-0.28575170516967773437,1
0.03236818313598633,-0.21974856853485107421,1
0.03244304656982422,-0.25484547615051269531,1
0.03252816200256348,-0.31482453346252441406,1
0.032604217529296875,-0.26427450180053710937,1
0.03268003463745117,-0.18308014869689941406,1
0.03275418281555176,-0.15165008544921875000,1
0.03282928466796875,-0.11550550460815429687,1
0.032903194427490234,-0.11524357795715332031,1
0.03297710418701172,-0.05631220817565917968,1
0.033065080642700195,0.01859612464904785156,1
0.033138275146484375,0.00707176589965820312,1
0.03320908546447754,0.10110006332397460937,1
0.03328514099121094,0.14955473899841308593,1
0.03335714340209961,0.07909900665283203125,1
0.03342890739440918,0.01781037330627441406,1
0.03350019454956055,0.04295443058013916015,1
0.03357410430908203,-0.13698272705078125000,1
0.033650875091552734,-0.44971189498901367187,1
0.03372526168823242,-0.69853329658508300781,1
