Time,Mass (grams),Speed (rad/s)
0.0004343986511230469,-0.08119434356689453125,0
0.0006630420684814453,-0.07857517242431640625,2.5
0.00080108642578125,-0.07386065483093261718,2.5
0.0009343624114990234,-0.08407544136047363281,2.5
0.0010721683502197266,-0.09062336921691894531,2.5
0.0012280941009521484,-0.08486119270324707031,2.5
0.0013661384582519531,-0.08433734893798828125,2.5
0.001499176025390625,-0.08459926605224609375,2.5
0.0016293525695800781,-0.08302776336669921875,2.5
0.0017583370208740234,-0.08983761787414550781,2.5
0.0018963813781738281,-0.10450497865676879882,2.5
0.002028226852416992,-0.09926663398742675781,2.5
0.0021572113037109375,-0.09874279022216796875,2.5
0.002287149429321289,-0.10031430721282958984,2.5
0.002417325973510742,-0.08852803230285644531,2.5
0.0025551319122314453,-0.09979046821594238281,2.5
0.002684354782104492,-0.10345730781555175781,2.5
0.0028142929077148438,-0.08878994941711425781,2.5
0.0029413700103759766,-0.09717129707336425781,2.5
0.0030694007873535156,-0.09455212593078613281,2.5
0.0032072067260742188,-0.08459926605224609375,2.5
0.003342151641845703,-0.08407544136047363281,2.5
0.0034770965576171875,-0.09009952545166015625,2.5
0.0036253929138183594,-0.09167103767395019531,2.5
0.0037560462951660156,-0.10345730781555175781,2.5
0.0038831233978271484,-0.09979046821594238281,2.5
0.004022121429443359,-0.09743321418762207031,2.5
0.004154205322265625,-0.11602933406829833984,2.5
0.004286289215087891,-0.11210057735443115234,2.5
0.004419088363647461,-0.09926663398742675781,2.5
0.0045680999755859375,-0.09900471687316894531,2.5
0.0047113895416259766,-0.10948140621185302734,2.5
0.004847288131713867,-0.11838660240173339843,2.5
0.004975318908691406,-0.10398114919662475585,2.5
0.0051021575927734375,-0.10005238056182861328,2.5
0.0052301883697509766,-0.10345730781555175781,2.5
0.0053713321685791016,-0.10555264949798583984,2.5
0.005502223968505859,-0.09690937995910644531,2.5
0.005629301071166992,-0.10607649087905883789,2.5
0.005757331848144531,-0.11000524759292602539,2.5
0.0058901309967041016,-0.11707700490951538085,2.5
0.006032228469848633,-0.11812467575073242187,2.5
0.006160259246826172,-0.09638554573059082031,2.5
0.006288290023803711,-0.09664746284484863281,2.5
0.006417274475097656,-0.10948140621185302734,2.5
0.006560087203979492,-0.10345730781555175781,2.5
0.006669282913208008,-0.11026716232299804687,2.5
0.006787300109863281,-0.10817182064056396484,2.5
0.0068972110748291016,-0.10371922254562377929,2.5
0.007035255432128906,-0.10476689338684082031,2.5
0.007143259048461914,-0.10633840560913085937,2.5
0.0072519779205322266,-0.08721843719482421875,2.5
0.007377147674560547,-0.09664746284484863281,2.5
0.0075531005859375,-0.11367208957672119140,2.5
0.007676362991333008,-0.09926663398742675781,2.5
